time,body_x,body_y,body_z,foot_l_x,foot_l_y,foot_l_z,foot_r_x,foot_r_y,foot_r_z,body_dx,body_dy,body_dz,leg_length_r,leg_set_point_r,leg_length_l,leg_set_point_l,leg_force_l,leg_force_r,leg_x_force_l,leg_y_force_l,leg_z_force_l,leg_x_force_r,leg_y_force_r,leg_z_force_r
0,0.0040816,0.0081633,0.012245,0.016327,0.020408,0.02449,0.028571,0.032653,0.036735,0.040816,0.044898,0.04898,0.053061,0.057143,0.061224,0.065306,0.069388,0.073469,0.077551,0.081633,0.085714,0.089796,0.093878,0.097959,0.10204,0.10612,0.1102,0.11429,0.11837,0.12245,0.12653,0.13061,0.13469,0.13878,0.14286,0.14694,0.15102,0.1551,0.15918,0.16327,0.16735,0.17143,0.17551,0.17959,0.18367,0.18776,0.19184,0.19592,0.2,0.20237,0.20474,0.20711,0.20948,0.21185,0.21421,0.21658,0.21895,0.22132,0.22369,0.22606,0.22843,0.2308,0.23317,0.23554,0.23791,0.24027,0.24264,0.24501,0.24738,0.24975,0.25212,0.25449,0.25686,0.25923,0.2616,0.26397,0.26633,0.2687,0.27107,0.27344,0.27581,0.27818,0.28055,0.28292,0.28529,0.28766,0.29003,0.29239,0.29476,0.29713,0.2995,0.30187,0.30424,0.30661,0.30898,0.31135,0.31372,0.31609,0.32017,0.32425,0.32833,0.33241,0.33649,0.34058,0.34466,0.34874,0.35282,0.3569,0.36098,0.36507,0.36915,0.37323,0.37731,0.38139,0.38547,0.38956,0.39364,0.39772,0.4018,0.40588,0.40996,0.41404,0.41813,0.42221,0.42629,0.43037,0.43445,0.43853,0.44262,0.4467,0.45078,0.45486,0.45894,0.46302,0.46711,0.47119,0.47527,0.47935,0.48343,0.48751,0.4916,0.49568,0.49976,0.50384,0.50792,0.512,0.51609,0.51845,0.52082,0.52319,0.52556,0.52793,0.5303,0.53267,0.53504,0.53741,0.53978,0.54215,0.54451,0.54688,0.54925,0.55162,0.55399,0.55636,0.55873,0.5611,0.56347,0.56584,0.56821,0.57057,0.57294,0.57531,0.57768,0.58005,0.58242,0.58479,0.58716,0.58953,0.5919,0.59427,0.59664,0.599,0.60137,0.60374,0.60611,0.60848,0.61085,0.61322,0.61559,0.61796,0.62033,0.6227,0.62506,0.62743,0.6298
0,0.0099018,0.019754,0.029559,0.039323,0.049048,0.058739,0.068398,0.07803,0.087638,0.097225,0.10679,0.11635,0.12589,0.13542,0.14494,0.15445,0.16396,0.17346,0.18296,0.19246,0.20196,0.21145,0.22095,0.23044,0.23994,0.24944,0.25893,0.26843,0.27793,0.28744,0.29694,0.30645,0.31596,0.32548,0.335,0.34453,0.35407,0.36362,0.37319,0.38277,0.39237,0.40199,0.41163,0.42131,0.43101,0.44075,0.45053,0.46035,0.47022,0.47597,0.48174,0.48752,0.49332,0.49913,0.50495,0.51079,0.51663,0.52249,0.52836,0.53424,0.54012,0.54601,0.55192,0.55782,0.56374,0.56966,0.57559,0.58152,0.58745,0.59339,0.59933,0.60528,0.61122,0.61717,0.62312,0.62907,0.63502,0.64096,0.64691,0.65285,0.65879,0.66473,0.67066,0.67659,0.68251,0.68843,0.69434,0.70024,0.70613,0.71201,0.71788,0.72374,0.72959,0.73542,0.74124,0.74705,0.75283,0.75861,0.76851,0.77836,0.78817,0.79793,0.80765,0.81734,0.827,0.83664,0.84624,0.85583,0.8654,0.87495,0.88449,0.89402,0.90354,0.91306,0.92256,0.93207,0.94157,0.95107,0.96056,0.97006,0.97955,0.98905,0.99855,1.008,1.0175,1.027,1.0365,1.046,1.0555,1.0651,1.0746,1.0841,1.0936,1.1031,1.1127,1.1222,1.1318,1.1414,1.151,1.1606,1.1702,1.1799,1.1896,1.1994,1.2091,1.219,1.2288,1.2346,1.2403,1.2461,1.2519,1.2577,1.2636,1.2694,1.2752,1.2811,1.287,1.2928,1.2987,1.3046,1.3105,1.3164,1.3223,1.3283,1.3342,1.3401,1.3461,1.352,1.3579,1.3639,1.3698,1.3758,1.3817,1.3877,1.3936,1.3996,1.4055,1.4115,1.4174,1.4233,1.4293,1.4352,1.4411,1.447,1.4529,1.4588,1.4647,1.4706,1.4765,1.4823,1.4882,1.494,1.4998,1.5057,1.5114
0,-0.0002299,-0.00043754,-0.00062371,-0.00078925,-0.00093504,-0.001062,-0.0011712,-0.0012636,-0.0013403,-0.0014023,-0.0014506,-0.0014863,-0.0015105,-0.0015242,-0.0015284,-0.0015239,-0.0015118,-0.0014928,-0.0014677,-0.0014372,-0.001402,-0.0013626,-0.0013194,-0.0012729,-0.0012233,-0.0011708,-0.0011155,-0.0010573,-0.00099623,-0.00093201,-0.00086436,-0.00079287,-0.00071707,-0.00063639,-0.00055019,-0.00045775,-0.00035828,-0.00025093,-0.00013481,-8.9695e-06,0.00012757,0.00027582,0.0004368,0.00061154,0.00080108,0.0010064,0.0012286,0.0014686,0.0017273,0.0018862,0.0020514,0.0022228,0.0024002,0.0025833,0.0027719,0.0029659,0.003165,0.0033689,0.0035775,0.0037903,0.0040073,0.004228,0.0044523,0.0046799,0.0049103,0.0051435,0.0053789,0.0056164,0.0058556,0.0060961,0.0063378,0.0065801,0.0068228,0.0070656,0.0073081,0.0075499,0.0077908,0.0080303,0.0082681,0.008504,0.0087374,0.0089681,0.0091957,0.0094199,0.0096404,0.0098568,0.010069,0.010276,0.010478,0.010675,0.010866,0.011051,0.01123,0.011403,0.011568,0.011727,0.011878,0.012022,0.012252,0.01246,0.012646,0.012811,0.012957,0.013084,0.013193,0.013286,0.013362,0.013424,0.013473,0.013508,0.013533,0.013546,0.01355,0.013546,0.013534,0.013515,0.01349,0.013459,0.013424,0.013385,0.013341,0.013295,0.013245,0.013193,0.013138,0.013079,0.013018,0.012954,0.012886,0.012815,0.012739,0.012658,0.012572,0.01248,0.01238,0.012273,0.012157,0.012031,0.011894,0.011746,0.011585,0.011411,0.011221,0.011016,0.010793,0.010553,0.010295,0.010136,0.0099706,0.0097992,0.0096219,0.0094388,0.0092501,0.0090561,0.0088571,0.0086531,0.0084446,0.0082317,0.0080148,0.007794,0.0075697,0.0073422,0.0071117,0.0068786,0.0066431,0.0064057,0.0061665,0.0059259,0.0056843,0.005442,0.0051992,0.0049564,0.004714,0.0044721,0.0042313,0.0039918,0.0037539,0.0035181,0.0032847,0.003054,0.0028264,0.0026021,0.0023817,0.0021653,0.0019533,0.0017461,0.0015439,0.0013471,0.001156,0.00097079,0.00079184,0.00061941,0.00045376,0.00029515,0.00014382
0.81283,0.8145,0.81619,0.81791,0.81965,0.82139,0.82314,0.82488,0.82661,0.82831,0.82999,0.83162,0.8332,0.83472,0.83618,0.83755,0.83884,0.84004,0.84114,0.84212,0.843,0.84375,0.84438,0.84488,0.84524,0.84547,0.84557,0.84552,0.84534,0.84502,0.84457,0.84398,0.84327,0.84243,0.84147,0.8404,0.83922,0.83794,0.83657,0.83511,0.83357,0.83197,0.83031,0.82859,0.82683,0.82504,0.82323,0.82139,0.81955,0.8177,0.81663,0.81556,0.81451,0.81347,0.81244,0.81144,0.81046,0.80951,0.80859,0.8077,0.80685,0.80604,0.80527,0.80455,0.80387,0.80324,0.80266,0.80214,0.80167,0.80126,0.8009,0.8006,0.80036,0.80018,0.80006,0.8,0.8,0.80006,0.80018,0.80036,0.80059,0.80089,0.80124,0.80164,0.8021,0.80261,0.80317,0.80377,0.80443,0.80512,0.80585,0.80663,0.80743,0.80827,0.80914,0.81003,0.81095,0.81188,0.81283,0.8145,0.81619,0.81791,0.81965,0.82139,0.82314,0.82488,0.82661,0.82831,0.82999,0.83162,0.8332,0.83472,0.83618,0.83755,0.83884,0.84004,0.84114,0.84212,0.843,0.84375,0.84438,0.84488,0.84524,0.84547,0.84557,0.84552,0.84534,0.84502,0.84457,0.84398,0.84327,0.84243,0.84147,0.8404,0.83922,0.83794,0.83657,0.83511,0.83357,0.83197,0.83031,0.82859,0.82683,0.82504,0.82323,0.82139,0.81955,0.8177,0.81663,0.81556,0.81451,0.81347,0.81244,0.81144,0.81046,0.80951,0.80859,0.8077,0.80685,0.80604,0.80527,0.80455,0.80387,0.80324,0.80266,0.80214,0.80167,0.80126,0.8009,0.8006,0.80036,0.80018,0.80006,0.8,0.8,0.80006,0.80018,0.80036,0.80059,0.80089,0.80124,0.80164,0.8021,0.80261,0.80317,0.80377,0.80443,0.80512,0.80585,0.80663,0.80743,0.80827,0.80914,0.81003,0.81095,0.81188
0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,0.22028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375,1.7375
-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989,-0.093989
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889,0.97889
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601,0.10601
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
